1001,76502369,7
1029,56886748,18
1030,62283911,7
1015,40749682,96
1009,59333352,73
1005,32895121,61
1031,30174319,22
1052,41555059,44
1066,81912584,99
1094,61965647,88
1091,44735928,9
1044,37413158,28
1030,88550476,20
1093,71852096,57
1053,77086936,79
1019,60410146,21
1079,80101956,97
1098,58485457,5
1085,58759637,78
1052,77086674,85
1039,79195238,21
1017,53717044,66
1031,85598406,64
1032,32728517,82
1074,70178351,1
1099,40160899,46
1022,69855441,96
1028,56827836,55
1009,31641263,48
1068,49996948,32
1010,69730813,84
1089,29257517,83
1063,44481271,78
1083,62111634,1
1032,16224831,41
1045,86012790,1
1031,60683021,2
1078,74375297,31
1100,35537534,60
1005,57630177,38
1080,43548519,44
1042,75724437,74
1090,66028170,21
1028,41818150,51
1029,75529079,28
1039,15963630,5
1059,66314342,42
1054,77430412,70
1047,22231544,65
1001,22442765,20
1057,11587650,37
1087,32945551,21
1038,31187804,66
1059,75630018,41
1071,34092153,3
1009,49263193,93
1033,43051474,81
1035,34763532,86
1090,59189425,89
1018,79900665,22
1052,34751590,46
1024,29691501,57
1059,66125098,44
1009,21094940,53
1093,57667879,22
1062,74877073,90
1062,23026496,35
1088,56411306,64
1086,22307784,99
1028,73638310,31
1092,81982758,56
1097,66992188,85
1066,38944334,93
1039,24955147,100
1055,47553915,25
1005,86578282,36
1077,80858072,98
1082,39458442,23
1073,78039357,82
1072,25725760,15
1033,75268158,29
1053,39421903,19
1091,26383509,27
1089,28166727,8
1025,24467721,3
1097,34171236,19
1026,53972005,43
1033,73831091,86
1067,83762728,45
1069,32216703,97
1020,67317709,16
1009,35342162,75
1007,84623811,2
1089,49493175,39
1089,56664402,75
1004,63706075,21
1008,50295179,88
1087,60384491,55
1007,88304184,84
1075,83234292,26
1004,57739204,1
1051,71529535,21
1067,32913509,42
1043,79170842,16
1055,60360685,42
1039,35631998,79
1015,43771833,50
1046,56953445,35
1063,81138617,46
1024,34389249,83
1093,14698138,39
1048,76147512,40
1078,68324629,6
1055,83391843,30
1060,41610696,9
1078,33686751,46
1015,77435552,39
1068,88491828,34
1071,46132369,64
1066,85699860,21
1028,74497902,82
1000,50040763,32
1077,66910032,10
1033,35304393,38
1069,15276046,96
1029,68740451,3
1057,19103941,66
1090,72247784,90
1004,29022294,63
1013,76076746,64
1064,47533952,96
1019,37761798,48
1056,72660734,37
1006,54036898,68
1022,49265048,58
1032,37055841,87
1077,82258988,50
